name,lat,lon
Carn_Les_Boel,50.0461,-5.7142
Boscawen-un,50.0886,-5.6178
St_Michaels_Mount,50.1167,-5.4772
The_Hurlers,50.5160,-4.4582
Brentor_Church,50.6033,-4.1508
Creech_St_Michael,51.018,-3.038
Burrow_Mump,51.0684,-2.9256
Glastonbury_Tor,51.1441,-2.6986
Avebury_Henge,51.4286,-1.8542
Royston_Cave,52.0469,0.0245
Bury_St_Edmunds,52.2439,0.7186
Hopton_on_Sea,52.5400,1.7240
