id,name,lat,lon,strategy,source
way/363651930,Church of Saint Michael,53.0526356,-1.2039982,A4,osm
way/364164681,St Michael and All Angels' Church,50.8094938,-3.2308648,A4,osm
way/364774709,St Michael's Church,52.8502145,-1.563642,A4,osm
way/364858842,Saint Michael,52.4859694,1.4548105,A4,osm
way/366840237,St. Michael Archangel,51.8831909,-5.2631678,A4,osm
way/367261690,St Michael's Church,53.2969053,0.0327448,A4,osm
way/369609250,"St Michael and All Angels, London Fields",51.5407987,-0.0639389,A4,osm
way/371631322,Saint Michael,52.4330395,1.6690997,A4,osm
way/372012844,Saint Michael's,52.4958356,1.2466122,A4,osm
way/373336403,St Michael and All Angels,51.2946136,-0.6499703,A4,osm
way/373425269,St Michael's Church,51.0223697,-3.0355375,A4,osm
way/373436775,Creech St Michael Baptist Church,51.025249,-3.0383976,A4,osm
way/374011981,St. Michael's Church,51.2519627,-2.953694,A4,osm
way/377071571,St. Michael's Church,52.3129957,-3.9881568,A4,osm
way/379857289,St. Michael and All Angels Pelsall Parish Church,52.6254456,-1.9710296,A4,osm
way/379913364,St Michael,51.0805565,-2.882942,A4,osm
way/384435423,Saint Michael,52.6748198,1.6681769,A4,osm
way/386820951,St. Michael & All Angels Church,50.9621529,-0.3082427,A4,osm
way/389332694,St Michael,52.5032758,-1.5704442,A4,osm
way/389555503,Saint Michael's Catholic Church,51.1875028,-2.5459249,A4,osm
way/391453269,Saint Michael and All Angels,52.8658155,0.5102178,A4,osm
way/391478769,St Michael & All Angels,53.091806,-3.3281216,A4,osm
way/392077308,Saint Michael and All Angels,51.8392473,-1.9561523,A4,osm
way/392423715,"St Michael and All Angels, Little Leigh",53.2790382,-2.5783034,A4,osm
way/393288189,St Michael and All Angels,53.0522785,-1.2948547,A4,osm
way/395340859,"Ewyas Harold, St Michael & All Saints",51.9538785,-2.8924757,A4,osm
way/396807043,Saint Michael the Archangel,51.9660741,1.0732525,A4,osm
way/398915655,St Michael,52.3035,-2.6952764,A4,osm
way/398984510,St. Michael and All Angels Church,50.8470128,0.4966818,A4,osm
way/398987250,St Michael & All Angels,51.4904864,0.053663,A4,osm
way/400460285,St Michael's,53.2455478,-3.3091665,A4,osm
way/400865142,St Michael & All Angels,50.9453296,0.0919271,A4,osm
way/400994865,"St. Michael, Cardeston",52.7050681,-2.8957625,A4,osm
way/402122812,St Michael & All Angels,50.8238851,0.1550901,A4,osm
way/403326364,St Michael and All Angels,52.8482567,-2.3545194,A4,osm
way/404262384,St Michael Church,51.0650442,-2.9974358,A4,osm
way/404879758,St Michael,50.9507588,-2.8512753,A4,osm
way/405335932,Melbourne Parish Church St Michael with St Mary,52.8211012,-1.4241683,A4,osm
way/406599948,St Michael and All Angels,51.1706588,-2.9735723,A4,osm
way/406972383,St Michael and All Angels,52.1542728,-2.6885113,A4,osm
way/406986199,St Michael and All Angels,52.2004567,-2.9803144,A4,osm
way/406990663,St Michael and All Angels,52.1166561,-3.0256047,A4,osm
way/407487359,Church of St Michael,50.9953631,-3.3404551,A4,osm
way/410058193,St Michael,50.8139488,-3.1278748,A4,osm
way/410366552,"St Michael, Boulge",52.1280979,1.2918635,A4,osm
way/410662321,St. Michael & All Angels,52.1438675,1.4524804,A4,osm
way/415305998,St. Michael and All Angels,52.2326905,-1.1506663,A4,osm
way/415308039,St Michael and All Angels,52.7254778,-1.0373412,A4,osm
way/415874762,St Michael and All Angels,52.54886,-1.1933118,A4,osm
way/416427467,Saint Michael & All Angels,52.9200997,-1.8835481,A4,osm
way/418937443,St Michael's,53.1021856,-1.0364536,A4,osm
way/419450127,St Michael and All Angels,53.081055,-0.854771,A4,osm
way/419701493,St. Michael and All Angels Parish Church,53.4544396,-2.0100858,A4,osm
way/420564951,St Michael and All Angels,52.9411536,-0.8596278,A4,osm
way/420841105,"Parish Church of Saint Michael's, Garston",53.352087,-2.8969923,A4,osm
way/420841763,St Michael's Church,53.4140315,-2.8398633,A4,osm
way/421561948,St Michael,52.9516222,-1.8352118,A4,osm
way/422110123,St Michael & All Angels Church,50.1625694,-5.077517,A4,osm
way/425272513,St Michael's Church,50.5723503,-3.7166635,A4,osm
way/427747584,Church of St Michael,50.8353082,-3.0740838,A4,osm
way/429486225,St Michael & All Angels,51.6029613,-0.3298368,A4,osm
way/431564457,Saint Michael and All Angels Hanley Childe,52.2840691,-2.5144031,A4,osm
way/434844427,St Michael & All Angels,50.6822976,-4.6473604,A4,osm
way/438215980,Cathedral Church of St. Michael & St. George (RC),51.2598713,-0.7597315,A4,osm
way/438983949,St Michael's,53.0716167,-2.1963687,A4,osm
way/440233660,St Michael,52.0124461,-3.4179259,A4,osm
way/440934025,Saint Michael and All Angels,51.864947,-2.4898836,A4,osm
way/440937405,Saint Michael and All Angels,51.852762,-2.4326709,A4,osm
way/441630118,St Michael and All Angels,52.9086866,-2.8433808,A4,osm
way/442778662,St Michael and All Angels,51.7049881,-1.8581714,A4,osm
way/442792426,Saint Michael and All Angels,51.9930661,-1.0741572,A4,osm
way/442808746,Church of St. Michael,53.3116469,-4.1207615,A4,osm
way/443476578,Saint Michael the Archangel,51.3990269,-2.6374083,A4,osm
way/444961380,"St Michael's, Cilycwm",52.0446091,-3.8191961,A4,osm
way/445507637,Saint Michael in Lewes,50.8722372,0.0072004,A4,osm
way/447020791,"St Michael and All Angels, Walford",51.880846,-2.602524,A4,osm
way/447215510,St. Michael and All Angels,51.5075566,-1.9670283,A4,osm
way/448975029,Saint Michael and All Angels,52.4759332,1.5248916,A4,osm
way/449536239,St Michael,51.8741125,-2.5454929,A4,osm
way/449858984,Saint Michael and All Angels,51.9723046,-1.0914448,A4,osm
way/449931829,St Michael and All Angels Church,50.8104701,-1.9661854,A4,osm
way/453525563,Saint Michael & Saint Martin,51.7453513,-1.7084071,A4,osm
way/453998414,Saint Piran and Saint Michael's Church,50.1148488,-5.4458708,A4,osm
way/454016570,St Michael,50.1033808,-5.2765696,A4,osm
way/454020062,St Michael,50.1158734,-5.1090109,A4,osm
way/457157061,St Michael,51.7193776,-0.852654,A4,osm
way/459189421,St Michael and All Angels,50.4175276,-3.9658944,A4,osm
way/467579908,St Michael's Wartnaby,52.8012609,-0.9447402,A4,osm
way/467585488,St Michael and All Angels,52.848337,-0.850636,A4,osm
way/467731314,St Michael and All Angels,51.2210038,-2.481826,A4,osm
way/469762707,St Michael's & All Angels Church,51.7591771,-0.5500829,A4,osm
way/472820120,St Michael,52.2689003,-1.3600026,A4,osm
way/474648659,St Michael and All Angels,51.4647381,0.0136133,A4,osm
way/486415120,St Michael and All Angels,51.3148298,-1.9429558,A4,osm
way/492125529,St Michael & All Angels,51.7703834,-0.2242188,A4,osm
way/493021709,St. Michael & All Angels,50.8241557,-0.323317,A4,osm
way/494914145,St Michael,52.325883,1.4466081,A4,osm
way/495657205,St Michael,52.4660554,-2.9044418,A4,osm
way/495848384,St Michael & All Angels,52.5813294,-2.8098139,A4,osm
way/495851584,St Michael & All Angels,52.6342767,-2.6995248,A4,osm
way/495888330,Saint Michael & All Angels,52.4077304,-2.8013337,A4,osm
way/496085074,St Michael,52.7345542,-2.4032669,A4,osm
way/496313419,St Michael and All Angels,52.8583773,-2.7861954,A4,osm
way/497122798,St Michael's Church,51.1110815,-3.0873643,A4,osm
way/497141723,St Michael and All Angels,51.2264141,-1.782627,A4,osm
way/498287830,St Michael and All Angels,51.6558871,-1.2103606,A4,osm
way/498822976,St Michael,52.1086988,-2.6928236,A4,osm
way/499252521,St Michael & All Angels,52.3260885,-2.5393595,A4,osm
way/499252522,St Michael,52.3134241,-2.5453118,A4,osm
way/505279567,St Michael And All Angels' Church,51.7797357,-1.2643872,A4,osm
way/505838562,St Michael,51.0416565,-2.5213623,A4,osm
way/506188822,Hackthorn St Michael and All Angels Parish Church,53.3289188,-0.5134558,A4,osm
way/506925700,St Michael & All Angels,50.9621202,-3.1419492,A4,osm
way/507342155,St Michael's Church,53.3712249,-2.7758127,A4,osm
way/507342224,St Michael’s Catholic Church,53.3624378,-2.7609585,A4,osm
way/512065892,St. Michael's Abbey Church,51.2971621,-0.7496453,A4,osm
way/512635043,St Michael and All Angels' Church,50.9073157,-2.6573322,A4,osm
way/512916360,Church of St Michael,53.3813749,-0.579432,A4,osm
way/513398360,St Michael,52.4852765,-2.7066137,A4,osm
way/514111321,St Michael,52.7451163,-1.9227005,A4,osm
way/514722749,St Michael's Church,53.0325547,-3.5080744,A4,osm
way/517728535,St Michael,53.2233727,-4.2807518,A4,osm
way/517951569,St Michael,52.2705654,1.4509158,A4,osm
way/518529924,The Chantry Chapel of Saint Michael and the Holy Souls,52.8945712,0.8755586,A4,osm
way/523221403,Saint Michael,52.4511804,0.9891931,A4,osm
way/523431715,St Michael & All Angels,51.3036321,-1.3920381,A4,osm
way/524122172,Saint Michael's,50.7231855,-3.4522436,A4,osm
way/529257137,St Michael,53.216744,-1.7385001,A4,osm
way/532961374,Axmouth church (St Michael),50.7141662,-3.0546452,A4,osm
way/532961377,St Michael,50.6987422,-3.0923338,A4,osm
way/534859208,St Michael and All Angels,52.5576956,-2.7949879,A4,osm
way/536393430,St Michael and All Angels,51.3908682,-2.2041859,A4,osm
way/537400005,St Michael and All Angels,51.3697327,-1.5478527,A4,osm
way/537400934,St Michael,51.3719361,-1.4875239,A4,osm
way/537756481,St Michael and All Angels,51.4120644,-1.8089664,A4,osm
way/546886098,St Michael's Church,51.4942245,-0.1510274,A4,osm
way/548341364,Church of St Michael & All Angels,50.1965792,-5.1414919,A4,osm
way/558772950,St Michael,51.7763924,-1.8699003,A4,osm
way/558774669,St Michael,51.8778436,-1.9996532,A4,osm
way/560699557,St Michael and All Angels,52.721435,-1.4062021,A4,osm
way/560764048,St Michael and All Angels,52.4636819,-0.719015,A4,osm
way/560792951,St Michael,51.9260727,-2.6972803,A4,osm
way/561271177,St Michael's Church,51.5696315,-1.2345545,A4,osm
way/566389978,St Michael's Church,52.0087888,-0.648565,A4,osm
way/570760255,St Michael & All Angels,52.1054587,-2.8400728,A4,osm
way/574565134,St Michael's Church,53.1020457,-3.0771942,A4,osm
way/579661393,St. Michael's Church,50.9210062,-0.8699427,A4,osm
way/581938574,St Michael,52.3250008,-2.198675,A4,osm
way/583279240,St. Michael's Church,53.4844989,-2.8989721,A4,osm
way/584988804,St Michael & All Angels,52.5491956,-0.2173758,A4,osm
way/590735783,St Michael & All Angels Church,52.5812196,-1.6456931,A4,osm
way/591343226,St Michael and All Angels Church,52.3592908,-1.0826086,A4,osm
way/596962685,St Michael,52.1735262,-0.6618044,A4,osm
way/598613656,St Michael and All Angels,51.6197793,-1.3305705,A4,osm
way/598625096,St Michael and All Angels,50.8348779,-0.2412392,A4,osm
way/598927002,St Michael's Church,52.2162891,-1.4335012,A4,osm
way/602254652,St Michael,51.7644682,-0.9052647,A4,osm
way/608463703,Saint Michael & All Angels,52.0167263,-2.840079,A4,osm
way/608877224,St Michael & All Angels,52.2364223,-2.1818924,A4,osm
way/609713408,St. Michael's,51.6622951,-4.0783786,A4,osm
way/636848653,St Michael,52.7191641,-2.8716481,A4,osm
way/636898015,St Michael,52.0072933,-1.9010356,A4,osm
way/637199184,Saint Michael,51.7532176,-2.0226189,A4,osm
way/638858315,St Michael & All Angels,51.4212312,-2.7110782,A4,osm
way/640401983,St Michael the Archangel,50.5474994,-3.4921498,A4,osm
way/642683211,St. Michael,50.6280165,-3.6188836,A4,osm
way/660192384,St. Michael's and All Angels,52.0872354,-3.1494713,A4,osm
way/662299186,St Michael,52.0361195,-4.2522683,A4,osm
way/664098035,St Michael & All Angels,50.9901131,-3.4879518,A4,osm
way/664099547,St Michael and All Angels,50.9341786,-3.5499684,A4,osm
way/664104217,St Michael,51.0269298,-3.616595,A4,osm
way/664106732,St Michael's Church,51.0660327,-3.8890663,A4,osm
way/664116551,St Michael And All Angels,51.118797,-4.0816921,A4,osm
way/664119808,St Michael's Church,50.904775,-4.2844638,A4,osm
way/664123041,St Michael,50.7554251,-3.8481309,A4,osm
way/664139045,St Michael,50.8614176,-4.22025,A4,osm
way/664164322,St Michael's Church,50.8728658,-3.9017832,A4,osm
way/665064506,"The Parish Church of St. Michael, Flixton",53.4418534,-2.3819833,A4,osm
way/665160449,St Michael,50.8938769,-2.8926808,A4,osm
way/665985312,St Michael's,50.905072,-0.0715992,A4,osm
way/668212549,St Michael & All Angels,52.678526,-1.0987389,A4,osm
way/672861658,St Michael and All Angels,51.1313371,-3.9781475,A4,osm
way/672927247,St Michael,52.2693067,-2.3199489,A4,osm
way/672938493,St Michael,51.8254032,-4.4688122,A4,osm
way/680376444,Saint Michael and All Angels,50.9383378,-0.9595765,A4,osm
way/681824347,St Michael & All Angels Church,50.8874955,-2.9198194,A4,osm
way/686855175,Holy Family and St Michael,52.0664349,1.249852,A4,osm
way/699138096,"Parish Church of Saint Michael & All Angels, Enborne",51.389347,-1.3749898,A4,osm
way/711530489,St Michael and All Angels Church,51.3498507,-0.8155414,A4,osm
way/711647409,Saint Michael & All Angels,52.0475296,-2.8136021,A4,osm
way/713422792,St Michael,52.8205454,-2.9790658,A4,osm
way/713894446,St Michael and All Angels,51.2180939,-1.5465918,A4,osm
way/720187303,St Michael,50.4218283,-4.2903201,A4,osm
way/724702192,St. Michael's Church,53.1658779,-0.5411846,A4,osm
way/727235467,St. Michael's Catholic Church,51.9469908,-3.3923236,A4,osm
way/736906308,Saint Michael,53.0791577,-0.274467,A4,osm
way/742432648,St Michael,52.2476069,-0.184849,A4,osm
way/745491155,St Michael and All Angels,51.5189198,-0.6089796,A4,osm
way/745790790,Saint Michael,51.8982688,-2.7933544,A4,osm
way/747412443,St Michael's,51.4325092,-0.4626246,A4,osm
way/749016501,St Michael,52.7713283,-2.5438978,A4,osm
way/760917999,St Michael and All Angels,51.5443734,-2.2799352,A4,osm
way/765368825,St Michael,50.9309573,-2.8407469,A4,osm
way/765653254,St Michael,51.1965615,-0.4835204,A4,osm
way/765670512,St Michael's,51.322605,-1.5850874,A4,osm
way/765688494,Halton: St Michael & All Angels,51.7827884,-0.7337448,A4,osm
way/765689690,St Michael's,50.7917855,0.0454549,A4,osm
way/766048907,St Michael's Church,51.2154049,0.5821908,A4,osm
way/766188524,St Michael,51.0867894,0.6894288,A4,osm
way/767304735,St Michael and All Angels.,50.6277762,-2.1267565,A4,osm
way/767460464,St Michael and All Angels,50.8337418,-3.5479896,A4,osm
way/767620633,Saint Michael's Sutton-on-the-Hill,52.9050467,-1.6484225,A4,osm
way/770307846,St Michael's Church,51.6547634,-2.5081643,A4,osm
way/770410520,Saint Michael and All Angels,53.0947607,-2.4092455,A4,osm
way/770412310,"St Michael, North Rode",53.1957738,-2.1670295,A4,osm
way/770418538,"St Michael, Shirley",52.9718284,-1.6754904,A4,osm
way/770658890,Saint Michael,51.9974732,-2.7498483,A4,osm
way/772162619,"St Michael, North Chapel",51.0561473,-0.6426987,A4,osm
way/777259901,St Michael & All Angels,52.3908914,-0.7249213,A4,osm
way/777689129,St Michael & All Angels,53.2573016,-1.3943169,A4,osm
way/779099605,St Michael,53.0123988,-0.9603518,A4,osm
way/779605477,St Michael & All Angels,52.6981933,-0.9181138,A4,osm
way/779870014,St Michael & All Angels,52.6101309,-0.840273,A4,osm
way/779963361,St Michael,52.5502799,-0.8783083,A4,osm
way/780655644,Church of St Michael and All Angels,51.4978365,-3.1836797,A4,osm
way/781127823,St Michael's Church,50.9502623,-2.8055125,A4,osm
way/781765715,St Michael & All Angels,53.1270283,-0.644392,A4,osm
way/782175029,St Michael & All Angels,53.1697341,-0.6000157,A4,osm
way/782372734,St Michael,53.0612072,-0.6385252,A4,osm
way/783104503,St Michael,53.327555,-0.5781443,A4,osm
way/784874696,St Michael,52.0019149,-2.9967664,A4,osm
way/785386465,St Michael,53.3726878,-0.421669,A4,osm
way/785389968,St Michael,53.3350119,-0.2791449,A4,osm
way/787575993,St Michael & All Angels,51.8936554,-0.6347225,A4,osm
way/789260391,St Michael,53.1820463,-2.2320167,A4,osm
way/793516854,St Michael's,50.8417822,-0.4053485,A4,osm
way/795653658,Saint Michael,52.0846917,-2.8272384,A4,osm
way/797013169,St Michael's Church Centre,51.0706567,1.0824921,A4,osm
way/798977206,St. Michael & All Angels Church,51.9552625,-2.2340127,A4,osm
way/801713813,St Michael's Chapel,51.3109072,-0.4061695,A4,osm
way/801726878,St Michael,51.2086432,-0.5813437,A4,osm
way/804653074,St Michael,50.2404425,-5.0055392,A4,osm
way/804875712,St Michael and All Angels,50.6254391,-4.4727688,A4,osm
way/804903617,St Michael Mission Church,50.3422463,-5.1550633,A4,osm
way/807279246,St Michael,50.3789405,-4.1720714,A4,osm
way/808380250,St Michael,50.9500466,-2.5785028,A4,osm
way/808407306,St Michael & All Angels,50.8177312,-2.6235615,A4,osm
way/808819856,St Michael,51.1573243,-1.8086923,A4,osm
way/808827567,St Michael,51.0799774,-2.0134989,A4,osm
way/809906911,St Michael,51.428692,-1.6654464,A4,osm
way/813192633,St Michael & All Angels,51.5568178,-2.2874315,A4,osm
way/813376393,St Michael,51.0337438,-2.4890901,A4,osm
way/813384662,St Michael & All Angels,51.1239807,-2.8407464,A4,osm
way/813630139,St Michael & All Angels,50.9475744,-2.6200155,A4,osm
way/813634003,St Michael The Archangel,51.3101131,-2.6541891,A4,osm
way/813908772,St Michael & All Angels,50.8563186,-2.8469574,A4,osm
way/814142491,St Michael the Archangel,51.1961969,-3.4668801,A4,osm
way/814935838,St Michael's Church,51.210911,-3.4805147,A4,osm
way/815463090,St Michael,51.0250739,-3.3983031,A4,osm
way/816216505,St Michael & All Angels,51.5586375,-1.9827636,A4,osm
way/818298674,St Michael And All Angels,51.4706274,-0.2528449,A4,osm
way/818719009,St Michael,52.1101451,-2.4868043,A4,osm
way/819066013,St Michael & All Angels,52.2377826,-3.039529,A4,osm
way/819497504,St Michael & All Angels,52.5126414,-2.6326244,A4,osm
way/819862101,St Michael & All Angels,52.5282879,-2.9099464,A4,osm
way/822219102,"St Michael & All Angels, Eastbourne",50.778355,0.2644505,A4,osm
way/822227141,St Michael and All Angels,51.8995898,-1.0130657,A4,osm
way/822359302,St Michael,51.4722481,-0.5403665,A4,osm
way/822816958,Catholic Church of Saint Michael,51.5208553,-0.9813129,A4,osm
way/824557375,St Michael & All Angels,51.6851937,-1.6212235,A4,osm
way/824813065,St Michael & All Angels,51.5619207,-1.4621494,A4,osm
way/830315932,"St Michael & All Angels, Horton",53.1135536,-2.0878968,A4,osm
way/831986429,Saint Michael,51.8235257,-1.8864459,A4,osm
way/833136634,St Michael and All Angels,52.7958392,-1.6967062,A4,osm
way/833138529,St Michael & All Angels,52.7717165,-1.84486,A4,osm
way/833893012,St Michael & All Angels,52.752235,-2.6020193,A4,osm
way/835703412,St. Michael,53.1788405,0.0387981,A4,osm
way/835902821,St Michael & All Angels Church,52.9352082,-1.2462416,A4,osm
way/836369551,St Michael & All Angels,53.4161079,-2.7200707,A4,osm
way/839721156,St Michael & All Angels Church,51.449434,-3.2220192,A4,osm
way/840695859,St Michael & All Angels,52.1427968,-0.8831743,A4,osm
way/849768796,Catholic Church of Our Lady Immaculate and Saint Michael,50.9182412,0.4841216,A4,osm
way/852424587,St Michael,51.4873149,-0.2717424,A4,osm
way/852438680,St Michael the Archangel,51.5493341,-0.278846,A4,osm
way/855294261,"St Michael & All Angels, Brookenby",53.4414548,-0.1927451,A4,osm
way/856322285,St Michael's Church,52.8406201,-1.456091,A4,osm
way/858997334,St Michael,53.1759039,-1.2469719,A4,osm
way/860043359,St Michael and St Mary Magdalene,51.4013188,-0.7601611,A4,osm
way/860097734,St Michael & All Angels,52.7375349,-1.0076521,A4,osm
way/860588638,St Michael & All Angels,52.0383347,-0.3342496,A4,osm
way/860652135,St. Michael The Archangel,51.241683,-0.7558626,A4,osm
way/860954717,St Michael and All Angels,51.1465913,-0.713283,A4,osm
way/860963026,St Michael,50.7718081,-3.0610409,A4,osm
way/861112926,St Michael,50.904005,-2.5703116,A4,osm
way/863159389,"St Michael, Offham",51.2975073,0.3800543,A4,osm
way/863271748,"St Michael's, Discoed",52.276043,-3.0616269,A4,osm
way/865698197,Saint Michael,51.6578687,-2.0024713,A4,osm
way/865700876,"St Michael's, Stanley Pontlarge",51.9703077,-2.0025112,A4,osm
way/865977675,St. Michael,52.944469,-0.4988457,A4,osm
way/865984513,Saint Michael & All Angels,53.4306405,-2.655932,A4,osm
way/868584071,St Mary and St Michael,51.1506364,-1.3026,A4,osm
way/868587069,Church of St Michael and All Angels,50.769774,-1.7794868,A4,osm
way/870471571,St. Michael,52.9231857,-0.3161705,A4,osm
way/870475068,"St Michael, Sibdon Carwood",52.4431746,-2.8650421,A4,osm
way/870883745,St. Michael & All Angels,51.2825584,1.0556395,A4,osm
way/871152861,St Michael the Archangel,50.4127204,-5.0820584,A4,osm
way/871352998,St Michael,50.6176618,-4.3260714,A4,osm
way/871368058,St Michael's & All Angels,50.7618155,-3.1748047,A4,osm
way/871868282,St Michael's,52.1933123,-2.2545138,A4,osm
way/878591266,St Michael's Church Of England,51.2073249,-1.5014713,A4,osm
way/878871061,St Michael & All Angels,52.7887171,-2.3934508,A4,osm
way/878882588,St Michael & All Angels,51.8152429,-0.0970989,A4,osm
way/878914351,Saint Michael's Beckenham Church,51.4077178,-0.0518482,A4,osm
way/879339167,St Michael's,51.2697594,0.5057685,A4,osm
way/879340897,St. Michael's,53.2102376,-2.8707905,A4,osm
way/879586811,St Michael & All Angels,51.7027242,-1.9009294,A4,osm
way/879588080,St Michael & All Angels,53.1785342,-0.6420579,A4,osm
way/879842685,St Michael & All Angels,53.4098804,-2.2820703,A4,osm
way/881111609,St Michael's,53.1647339,-1.7087115,A4,osm
way/881239644,Saint Michael the Archangel,51.4420225,-0.735133,A4,osm
way/881241186,St Michael's,51.4719858,0.1126942,A4,osm
way/881241434,St Michael's and All Angels,51.4292137,-0.0418875,A4,osm
way/881276055,St Michael,52.6858661,-1.2809682,A4,osm
way/881279570,St Michael and All Angels,51.9269444,-0.7622203,A4,osm
way/881296611,St Michael's,51.8505558,-0.1802847,A4,osm
way/882367923,St. Michael's,53.0062743,-2.6563639,A4,osm
way/882409244,St Mary & St Michael,52.9790817,-2.5869175,A4,osm
way/882442687,Saint Michael's,53.0489112,-2.5904923,A4,osm
way/882453004,Parish Church of St Michael,52.9980022,-1.459336,A4,osm
way/882716639,Saint Michael,51.8544975,-2.4786521,A4,osm
way/882716748,Saint Michael & All Angels,51.8758654,-2.3475432,A4,osm
way/882764953,St Michael and All Angels,52.9463639,-0.0643037,A4,osm
way/882868415,"St. Michael's, Wainfleet St. Mary Community Hall",53.0959211,0.2341669,A4,osm
way/882869190,St Michael's,53.4946359,-3.0432805,A4,osm
way/883299540,St Michael & All Angels w St Edmund,52.2453651,-0.8810633,A4,osm
way/884301014,"St Michael's Church, Bullington",51.168491,-1.3507981,A4,osm
way/884344197,Saint Michael,52.3053231,-2.1030806,A4,osm
way/893794758,St Michael,52.2010928,-4.1927715,A4,osm
way/918166717,St Michael's Church,51.8462911,-4.9626893,A4,osm
way/929539402,Church of St. Michael,52.1376627,-3.1898126,A4,osm
way/936766103,Church of St Michael and All Angels,52.7291389,-3.0440806,A4,osm
way/939363057,Saint Michael,51.821347,-2.8242635,A4,osm
way/943838132,St Michael and All Angels Church,52.1986771,-3.4878905,A4,osm
way/955495286,St Michael & All Angels,51.3669151,0.0537601,A4,osm
way/981053060,St Michael,51.893506,-4.3501672,A4,osm
way/982145877,Our Lady of Lourdes & St. Michael,51.5467529,-0.4827233,A4,osm
way/988370979,St Michael's Church,51.479195,-3.275609,A4,osm
way/1000528486,St. Michael's,51.7154402,-4.0431328,A4,osm
way/1002072542,St Michael's Church,51.730585,-3.1348901,A4,osm
way/1012796983,St Michael and All Angels,52.602307,-3.14247,A4,osm
way/1056478910,Saint Michael & All Angels,51.5539529,0.0560604,A4,osm
way/1059974834,St. Michael's Church,52.7422761,-3.3637713,A4,osm
way/1108360627,St Michael's,51.7042881,-3.0124657,A4,osm
way/1135904370,St Michael's Church,52.9015615,-2.8804466,A4,osm
way/1208014607,St Michael and All Angels,51.696014,-4.8943337,A4,osm
way/1210090595,Saint Michael's Cherubim and Seraphim Church,51.4791925,0.0778931,A4,osm
way/1318788405,Catholic Church of St Michael and the Holy Angels,52.5187742,-1.9948508,A4,osm
way/1354532851,St Michael's Church,51.8581461,-4.0492665,A4,osm
way/1504592508,St. Michael's,50.7773035,-2.1711996,A4,osm
