lat,lon
52.3387807,1.0582817
52.3389052,1.0561144
52.3389184,1.0551059
52.3389642,1.0524237
52.3390167,1.05075
52.3389774,1.0496235
52.3389642,1.0461903
52.3388987,1.0436475
52.3387676,1.0385621
52.3387807,1.0342383
52.3388069,1.032275
52.3386693,1.0303438
52.3386496,1.026535
52.3385906,1.0234559
52.338525,1.0224688
52.3384726,1.0210633
52.3384726,1.0192502
52.3382694,1.0152268
52.3379744,1.0117185
52.3376729,1.0072553
52.3374369,1.0043049
52.3373647,1.0022342
52.3371943,0.9996915
52.337037,0.9974599
52.3369321,0.9949708
52.3368403,0.9934473
52.3366568,0.99231
52.3364601,0.9912908
52.3363028,0.990926
52.3357914,0.9889412
52.3352735,0.98598
52.33509,0.9845853
52.3346966,0.9826648
52.3344868,0.9813774
52.3338837,0.9774613
52.333333,0.973084
52.3329921,0.9704876
52.3323889,0.9652948
52.3317333,0.9613681
52.3312219,0.9575486
52.330776,0.9543085
52.3303695,0.9517121
52.3299729,0.9505105
52.329727,0.9499365
52.3295598,0.9494913
52.3293959,0.9491748
52.3291861,0.948869
52.3289074,0.9486061
52.3287271,0.9484345
52.3283534,0.9481019
52.3257667,0.9458327
52.3245864,0.9445453
52.3232093,0.9432793
52.3221601,0.9425068
52.3210453,0.9415627
52.319432,0.9399319
52.3191697,0.93961
52.3186713,0.9390306
52.316953,0.9373784
52.3150641,0.9359622
52.3130702,0.9348035
52.3120601,0.9342885
52.3100792,0.93328
52.3083605,0.9325719
52.3067862,0.93225
52.3053036,0.9317565
52.3045951,0.9315205
52.3029484,0.931263
52.3020923,0.931263
52.3016855,0.931322
52.300685,0.9311342
52.2992022,0.9299541
52.2977194,0.9282589
52.2965777,0.9270144
52.2951735,0.9256625
52.2943336,0.9247398
52.2943336,0.9247398
52.2905342,0.9221542
52.2896876,0.9204805
52.2884473,0.9174335
52.287371,0.9144187
52.2865441,0.9119403
52.2860912,0.9114146
52.2843257,0.9082497
52.2828752,0.904913
52.2816413,0.900085
52.2815231,0.8958149
52.2806304,0.8863306
52.2794095,0.8809233
52.2780312,0.8743893
52.2776176,0.8720987
52.2772828,0.8699369
52.2771186,0.8680487
52.2766394,0.8657742
52.2760092,0.8621264
52.2753265,0.8595085
52.2744074,0.8553725
52.2727531,0.8489513
52.2719128,0.8457327
52.2707048,0.8407759
52.2692341,0.834639
52.2683675,0.830884
52.2677569,0.8267855
52.2672841,0.8232022
52.2670084,0.8202946
52.2668442,0.8180523
52.2666735,0.8160782
52.2665291,0.812602
52.2661351,0.8061647
52.2658725,0.8017015
52.2657149,0.7975173
52.2656623,0.7949209
52.2654785,0.7892132
52.2643491,0.7820463
52.2637581,0.7791281
52.2631672,0.7765532
52.2615649,0.7708454
52.2603829,0.7675409
52.2590695,0.7646227
52.2580188,0.7613611
52.2569943,0.7582712
52.2563113,0.7565546
52.2554444,0.7544517
52.2540783,0.7513618
52.2525282,0.7477141
52.2495332,0.7409334
52.2469845,0.7343674
52.2454606,0.7286596
52.244554,0.7250976
52.2442912,0.721643
52.2440153,0.7187462
52.243989,0.7169867
52.2441138,0.7144332
52.243943,0.7107317
52.2436244,0.7074273
52.2434881,0.7055068
52.2436278,0.7019341
52.2437321,0.7001075
52.2434093,0.6978946
52.2434044,0.6946385
52.2435817,0.6910444
52.2437131,0.6892634
52.2441599,0.6866348
52.244889,0.6840706
52.2453949,0.6829333
52.2459532,0.6815922
52.2463736,0.6801653
52.2473129,0.6760132
52.2486365,0.6701285
52.2487892,0.6695384
52.2489116,0.6681597
52.2487614,0.6667221
52.248433,0.6640398
52.2482597,0.663042
52.2480241,0.6620442
52.2474575,0.6597268
